,Artist,Song,Lyrics,Genre,Charting Number
10,Drake,Nice For What, I wanna know who mothafuckin representin in here tonight Hold on hold on  I keep lettin you back in How can I explain myself  Care for me care for me You said youd care for me There for me there for me Louisiana shit Said youd be there for me Cry for me cry for me Murda on the beat You said youd die for me Give to me give to me Why wont you live for me I keep letting you back in How can I explain myself Care for me care for me I know you care for me There for me there for me A song for yall to cut up to you know Said youd be there for me Cry for me cry for me Yeah You said youd die for me Give to me give to me Why wont you live for me  Everybody get your mothafuckin roll on I know shorty and she doesnt want no slow song Had a man last year life goes on Havent let that thing loose girl in so long You been inside know you like to lay low Ive been peepin what you bringin to the table Workin hard girl everything paid for First last phone bill car note cable  With your phone out gotta hit them angles With your phone out snappin like you Fabo And you showin off but its alright And you showin off but its alright Its a short life yeah  Care for me care for me You said youd care for me There for me there for me Said youd be there for me Cry for me cry for me You said youd die for me Give to me give to me Why wont you live for me  Thats a real one in your reflection Without a follow without a mention You really pipin up on these niggas You gotta be nice for what to these niggas I understand you gotta hunnid bands You got a baby Benz You got some bad friends High school pics you was even bad then You aint stressin off no lover in the past tense You already had them Work at 8 am finish round five Hoes talk down you dont see em outside Yeah they dont really be the same offline You know dark days you know hard times Doin overtime for the last month Saturday call the girls get em gassed up Gotta hit the club gotta make that ass jump  Gotta hit the club like you hit them mothafuckin angles With your phone out snappin like you Fabo And you showin off but its alright And you showin off but its alright Its a short life yuh  These hoes Your boy I may Watch the breakdown  Care for me care for me You said youd care for me There for me there for me Said youd be there for me Cry for me cry for me You said youd die for me Give to me give to me Why wont you live for me  Gotta make that jump Gotta make that Gotta gotta make that Gotta make that jump Gotta make that Gotta gotta make that Gotta gotta gotta gggotta Gggotta gotta Gotta gggotta gotta Gotta make that jump jump Lets go Bend it over lift it up Bend it over lift it up Make that jump jump Bend it over lift it up Bend it over lift it up Make that jump jump Bend it over over over over over Lift it up Make that jump jump Bend it over lift it up Make that jump jump Bend it over lift it up Make that jump jump  Thats a real one in your reflection Without a follow without a mention You rarely pipin up on these niggas You gotta be nice for what to these niggas I understand  Care for me care for me You said youd care for me There for me there for me Said youd be there for me Cry for me cry for me You said youd die for me Give to me give to me Why wont you live for me  Gotta hit the club like you hit them hit them hit them angles Its a short life yeah Cry for me cry for me You said youd die for me Give to me give to me Why wont you live for me,Rap,11
11,Juice WRLD,Lucid Dreams,No no no  I still see your shadows in my room Cant take back the love that I gave you Its to the point where I love and I hate you And I cannot change you so I must replace you oh Easier said than done I thought you were the one Listening to my heart instead of my head You found another one but I am the better one I wont let you forget me I still see your shadows in my room Cant take back the love that I gave you Its to the point where I love and I hate you And I cannot change you so I must replace you oh Easier said than done I thought you were the one Listening to my heart instead of my head You found another one but I am the better one I wont let you forget me  You left me falling and landing inside my grave I know that you want me dead cough I take prescriptions to make me feel aokay I know its all in my head  I have these lucid dreams where I cant move a thing Thinking of you in my bed You were my everything Thoughts of a wedding ring Now Im just better off dead coughs Ill do it over again I didnt want it to end I watch it blow in the wind I shouldve listened to my friends Did this shit in the past But I want it to last You were made outta plastic fake I was tangled up in your drastic ways Who knew evil girls have the prettiest face You gave me a heart that was full of mistakes I gave you my heart and you made heart break  You made my heart break You made my heart ache I still see your shadows in my room You made my heart break You made my heart ache cant take back the love that I gave you You made my heart break were made outta plastic fake You made my heart ache I still see your shadows in my room You made my heart break again I was tangled up your drastic ways Who knew evil girls have the prettiest face  I still see your shadows in my room Cant take back the love that I gave you Its to the point where I love and I hate you And I cannot change you so I must replace you oh Easier said than done I thought you were the one Listening to my heart instead of my head You found another one but I am the better one I wont let you forget me I still see your shadows in my room Cant take back the love that I gave you Its to the point where I love and I hate you And I cannot change you so I must replace you oh Easier said than done I thought you were the one Listening to my heart instead of my head You found another one but I am the better one I wont let you forget me  Did this shit in the past but I want it to last You were made outta plastic fake I was tangled up in your drastic ways Who knew evil girls have the prettiest face  Easier said than done I thought you were the one Instead of my head I wont let you forget me,Rap,12
12,Post Malone,Better Now,You prolly think that you are better now better now You only say that cause Im not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything You know I say that I am better now better now I only say that cause youre not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything Ohoh  I did not believe that it would end no Everything came second to the Benzo Youre not even speakin to my friends no You knew all my uncles and my aunts though Twenty candles blow em out and open your eyes We were lookin forward to the rest of our lives Used to keep my picture posted by your bedside Now its in your dresser with the socks you dont like And Im rollin rollin rollin rollin With my brothers like its Jonas Jonas Drinkin Henny and Im tryna forget But I cant get this shit outta my head  You prolly think that you are better now better now You only say that cause Im not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything You know I say that I am better now better now I only say that cause youre not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything Ohoh  I seen you with your other dude He seemed like he was pretty cool I was so broken over you Life it goes on what can you do I just wonder what its gonna take Another foreign or a bigger chain Because no matter how my life has changed I keep on looking back on better days  You prolly think that you are better now better now You only say that cause Im not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything You know I say that I am better now better now I only say that cause youre not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything Ohoh  I promise I swear to you Ill be okay Youre only the love of my life  You prolly think that you are better now better now You only say that cause Im not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything You know I say that I am better now better now I only say that cause youre not around not around You know I never meant to let you down let you down Woulda gave you anything woulda gave you everything Ohoh,Rap,13
13,Bruno Mars,Finesse,Ooh dont we look good together Theres a reason why they watch all night long Yeah know well turn heads forever So tonight Im gonna show you off  When Im walkin with you I watch the whole room change Baby thats what you do No my baby dont play Blame it on my confidence Oh blame it on your measurements Shut that shit down on sight Thats right  We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it  Now slow it down for me baby Cause I love the way it feels when we grind Yeah our connections so magnetic on the floor Nothing can stop us tonight  When Im walkin with you I watch the whole room change Baby thats what you do No my baby dont play Blame it on my confidence Oh blame it on your measurements Shut that shit down on sight Thats right  We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it  Fellas grab your ladies if your lady fine Tell her she the one she the one for life Ladies grab your fellas and lets do this right If youre on one like me in mind  Yeah we got it goin on got it goin on Dont it feel so good to be us ay Yeah we got it goin on got it goin on Girl we got it goin on Yeah we got it goin on got it goin on Dont it feel so good to be us ay Yeah we got it goin on got it goin on  We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it We out here drippin in finesse It dont make no sense Out here drippin in finesse You know it you know it  Yeah we got it goin on got it goin on Dont it feel so good to be us ay Yeah we got it goin on got it goin on You know it you know it Yeah we got it goin on got it goin on Dont it feel so good to be us ay Yeah we got it goin on got it goin on You know it you know it,R&B,14
14,Ella Mai,Boo'd Up,Feelings so deep in my feelings No this aint really like me Cant control my anxiety Feeling like Im touching the ceiling When Im with you I cant breathe Boy you do something to me  Ooh now Ill never get over you until I find something new That get me high like you do yeah yeah Ooh now Ill never get over you until I find something new That get me high like you do  Listen to my heart go badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go Badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go  How many ways can I say that I need you baby its true I think I might die without you Feeling all over my body You know how I like it Aint gotta tell you what to do yeah yeah  Ooh now Ill never get over you until I find something new That get me high like you do yeah yeah Ooh now Ill never get over you until I find something new That get me high like you do  Listen to my heart go badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go Badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go  Head over heels in love Right in front of you aint gotta look no more baby hah I wanna build this love And everything you want you aint gotta ask for You got me bood up bood up Bood up bood up Told you from the jump Im the one to choose Ya got me bood up bood up Bood up bood up Grab me by the waist baby pull me closer  Ooh now Ill never get over you until I find something new That get me high like you do yeah yeah Ooh now Ill never get over you until I find something new That get me high like you do  Listen to my heart go badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go Badum bood up Biddydadum bood up Hear my heart go badum bood up Biddydadum it just wont stop it go  This is such a crazy feeling like I dont want to get too attached but I feel like I already am My minds telling me one thing but I guess I should listen to my heart Right,R&B,15
15,Dua Lipa,New Rules,One one one  Talkin in my sleep at night Makin myself crazy Out of my mind out of my mind Wrote it down and read it out Hopin it would save me Too many times too many times My love he makes me feel like nobody else Nobody else But my love he doesnt love me so I tell myself I tell myself  One dont pick up the phone You know hes only calling cause hes drunk and alone Two dont let him in Youll have to kick him out again Three dont be his friend You know youre gonna wake up in his bed in the morning And if youre under him you aint gettin over him  I got new rules I count em I got new rules I count em I gotta tell them to myself I got new rules I count em I gotta tell them to myself  I keep pushin forwards but he keeps pullin me backwards Nowhere to turn no way Nowhere to turn no Now Im standing back from it I finally see the pattern I never learn I never learn But my love he doesnt love me so I tell myself I tell myself I do I do I do  One dont pick up the phone You know hes only calling cause hes drunk and alone Two dont let him in Youll have to kick him out again Three dont be his friend You know youre gonna wake up in his bed in the morning And if youre under him you aint gettin over him  I got new rules I count em I got new rules I count em I gotta tell them to myself I got new rules I count em I gotta tell them to myself  Practice makes perfect Im still tryna learn it by heart I got new rules I count em Eat sleep and breathe it Rehearse and repeat it cause I I got new I got new I  One dont pick up the phone You know hes only calling cause hes drunk and alone Two dont let him in Youll have to kick him out again Three dont be his friend You know youre gonna wake up in his bed in the morning And if youre under him you aint gettin over him  I got new rules I count em I got new rules I count em Oh whoaoh I gotta tell them to myself I got new rules I count em Baby you know I count em I gotta tell them to myself  Dont let him in dont let him in Dont dont dont dont Dont be his friend dont be his friend Dont dont dont dont Dont let him in dont let him in Dont dont dont dont Dont be his friend dont be his friend Dont dont dont dont You gettin over him,Pop,16
16,XXXTENTACION,Sad!,Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah  I gave her everything She took my heart and left me lonely Ive been broken hearts contentious I wont fix Id rather weep Im lost then Im found But its torture being in love I love when youre around But I fucking hate when you leave  Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah  Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah Who am I Someone thats afraid to let go uh You decide if youre ever gonna let me know yeah Suicide if you ever try to let go uh Im sad I know yeah Im sad I know yeah,Rap,17
17,Camila Cabello,Never Be The Same,Something mustve gone wrong in my brain Got your chemical all in my veins Feeling all the highs feeling all the pain Let go on the wheel its the bullet lane Now Im seeing red not thinking straight Blurring all the lines you intoxicate me  Just like nicotine heroin morphine Suddenly Im a fiend and youre all I need All I need yeah youre all I need  Its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame Just one hit of you I knew Ill never be the same Its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame Just one hit of you I knew Ill never ever ever be the same Ill never be the same Ill never be the same Ill never be the same  Sneaking in LA when the lights are low Off of one touch I could overdose You said stop playing it safe girl I wanna see you lose control  Just like nicotine heroin morphine Suddenly Im a fiend and youre all I need All I need yeah youre all I need  Its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame Just one hit of you I knew Ill never be the same Its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame Just one hit of you I knew Ill never ever ever be the same Ill never be the same Ill never be the same Ill never be the same  Youre in my blood youre in my veins youre in my head I blame Youre in my blood youre in my veins youre in my head  Im saying its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame youre to blame Just one hit of you I knew Ill never be the same Its you babe And Im a sucker for the way that you move babe And I could try to run but it would be useless Youre to blame Just one hit of you I knew Ill never ever ever be the same,Pop,18
18,Khalid,Love Lies, Sorry if its hard to catch my vibe mmm I need a lover to trust tell me youre on my side Are you down for the ride Its not easy for someone to catch my eye But Ive been waitin for you for my whole damn life For my whole lifetime  Dont be afraid to tell me if you aint with it you aint with it I see youre focused yeah youre so independent independent Its hard for me to open up Ill admit it Ill admit it Youve got some shit to say and Im here to listen  So baby tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies  Ive been so into your mystery Is it because of our history Are you into me When it feels so good but its bad for you Cant say I dont want it cause I know I do Come on over I need your company Cravin that synergy  Dont be afraid to tell me if you aint with it you aint with it I see youre focused yeah youre so independent independent Its hard for me to open up Ill admit it Ill admit it Youve got some shit to say and Im here to listen  So baby tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies Tell me where your love lies Waste the day and spend the night Underneath the sunrise Show me where your love lies  If youre down dont hide it Feelin me you dont gotta deny it Baby you gon make me overnight it Tell me are you down If youre down dont hide it yeah Feelin me you dont gotta deny it yeah Baby you gon make me overnight it Tell me are you down Tell me  Tell me where your love lies tell me where your love lies Waste the day and spend the night waste the day spend the night Underneath the sunrise underneath the sunrise Show me where your love lies tell me where your love lies Tell me where your love lies show me where your love lies Waste the day and spend the night yeah yeah Underneath the sunrise ooh Show me where your love lies,R&B,19
19,Ariana Grande,No Tears Left To Cry,Right now Im in a state of mind I wanna be in like all the time Aint got no tears left to cry So Im pickin it up pickin it up Im lovin Im livin Im pickin it up So Im pickin it up pickin it up Im lovin Im livin Im pickin it up oh yeah  Pickin it up yeah pickin it up yeah Lovin Im livin so we turnin up Yeah we turnin it up  Aint got no tears in my body I ran out but boy I like it I like it I like it Dont matter how what when who tries it Were out here vibin we vibin we vibin  Comin out even when its rainin down Cant stop now cant stop so shut your mouth Shut your mouth and if you dont know Then now you know it babe Know it babe yeah  Right now Im in a state of mind I wanna be in like all the time Aint got no tears left to cry So Im pickin it up pickin it up oh yeah Im lovin Im livin Im pickin it up Oh I just want you to come with me Were on another mentality Aint got no tears left to cry So Im pickin it up pickin it up oh yeah Im lovin Im livin Im pickin it up  Pickin it up yeah pickin it up yeah Lovin Im livin so we turnin up Yeah we turnin it up  They point out the colors in you I see em too And boy I like em I like em I like em Were way too fly to partake in all this hate Were out here vibin were vibin were vibin  Comin out even when its rainin down Cant stop now cant stop so shut your mouth Shut your mouth and if you dont know that now you know it babe Know it babe yeah  Right now Im in a state of mind I wanna be in like all the time Aint got no tears left to cry So Im pickin it up Im pickin up oh yeah Im lovin Im livin Im pickin it up Oh I just want you to come with me Were on another mentality Aint got no tears left to cry so dont cry So Im pickin it up Im pickin up oh yeah Im lovin Im livin Im pickin it up  Comin out even when its rainin down Cant stop now umm ohh Shut your mouth Aint got no tears left to cry Oh yeah oh yeah  Oh I just want you to come with me Were on another mentality Aint got no tears left to cry cry So Im pickin it up Im pickin up oh yeah Im lovin Im livin Im pickin it up  Im pickin it up Im pickin it up Lovin Im livin so we turn it up Yeah were turnin it up,Pop,20
20,Bazzi,Mine,I just had a lil bit too much of Hennessy Just gotta tell you how I feel  You so fucking precious when you smile Hit it from the back and drive you wild Girl I lose myself up in those eyeeyeeyeeyeeyes I just had to let you know youre  Mine Hands on your body I dont wanna waste no time Feels like forever even if forevers tonight Just lay with me waste this night away with me Youre mine I cant look away I just gotta say  Im so fucking happy youre alive Swear to God Im down if youre down all you gotta say is right Girl anything I can do just to make you feel alright oh oh oh oh I just had to let you know youre fine Running circles round my mind Even when its rainy all you ever do is shine You on fire You a star just like Mariah Man this feel incredible Ill turn you into a bride youre  Mine Hands on your body I dont wanna waste no time Feels like forever even if forevers tonight Just lay with me waste this night away with me Youre mine I cant look away I just gotta say,Pop,21
21,Imagine Dragons,Thunder,Just a young gun with a quick fuse I was uptight wanna let loose I was dreaming of bigger things And wanna leave my old life behind Not a yessir not a follower Fit the box fit the mold Have a seat in the foyer take a number I was lightning before the thunder  Thunder thunder Thunder thun thunder Thunthunthunder thunder thunder Thunder thun thunder Thunthunthunder thunder  Thunder feel the thunder Lightning then the thunder Thunder feel the thunder Lightning then the thunder Thunder thunder Thunder  Kids were laughing in my classes While I was scheming for the masses Who do you think you are Dreaming bout being a big star They say youre basic they say youre easy Youre always riding in the back seat Now Im smiling from the stage while You were clapping in the nosebleeds  Thunder Thunder thun thunder Thunthunthunder thunder thunder Thunder thun thunder Thunthunthunder thunder  Thunder feel the thunder Lightning then the thunder Thunder feel the thunder Lightning then the thunder Thunder  Thunder feel the thunder Lightning then the thunder thunder  Thunder feel the thunder Lightning then the thunder thunder Thunder feel the thunder Lightning then the thunder thunder Thunder feel the thunder Never give up never give up Lightning then the thunder thunder Never give up on your dreams Thunder feel the thunder Never give up never give up Lightning then the thunder thunder Never give up on your dreams  Thunder thunder thun thunder Thunthunthunder thunder Thunder thunder thun thunder Thunthunthunder thunder Thunder thunder thun thunder Thunthunthunder thunder Thunder thunder thun thunder Thunthunthunder thunder,Alternative,22
